result,isNotional,electorate,turnout,majority,electionTitle,electionDate,electionId,isGeneralElection,constituencyName,candidates,winningParty.id,winningParty.name,winningParty.abbreviation,winningParty.backgroundColour,winningParty.foregroundColour,winningParty.isLordsMainParty,winningParty.isLordsSpiritualParty,winningParty.governmentType,winningParty.isIndependentParty,constituency_id
DUP Hold,False,72917,42706,2676,2024 General Election,2024-07-04T00:00:00,422,True,Belfast East,[],7,Democratic Unionist Party,DUP,d46a4c,FFFFFF,False,True,,False,4421
SF Hold,False,74240,40452,5612,2024 General Election,2024-07-04T00:00:00,422,True,Belfast North,[],30,Sinn Féin,SF,02665f,FFFFFF,False,False,,False,4422
SDLP Hold,False,74749,43491,12506,2024 General Election,2024-07-04T00:00:00,422,True,Belfast South and Mid Down,[],31,Social Democratic & Labour Party,SDLP,4ea268,000000,False,False,,False,4423
SF Hold,False,75346,39743,15961,2024 General Election,2024-07-04T00:00:00,422,True,Belfast West,[],30,Sinn Féin,SF,02665f,FFFFFF,False,False,,False,4424
Lab Hold,False,69482,37603,7787,2024 General Election,2024-07-04T00:00:00,422,True,Bermondsey and Old Southwark,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3900
Con Hold,False,76438,46558,6599,2024 General Election,2024-07-04T00:00:00,422,True,"Berwickshire, Roxburgh and Selkirk",[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4440
Lab Hold,False,81439,46647,1689,2024 General Election,2024-07-04T00:00:00,422,True,Bethnal Green and Stepney,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3901
Con Hold,False,71994,44897,124,2024 General Election,2024-07-04T00:00:00,422,True,Beverley and Holderness,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3902
Con Hold,False,72198,47750,2657,2024 General Election,2024-07-04T00:00:00,422,True,Bexhill and Battle,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3903
Lab Gain,False,70297,43461,2114,2024 General Election,2024-07-04T00:00:00,422,True,Bexleyheath and Crayford,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3904
LD Gain,False,74353,50219,4958,2024 General Election,2024-07-04T00:00:00,422,True,Bicester and Woodstock,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,3905
Lab Hold,False,78091,43134,13798,2024 General Election,2024-07-04T00:00:00,422,True,Birkenhead,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3906
Lab Hold,False,71787,37428,8368,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Edgbaston,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3907
Lab Hold,False,77463,34137,7019,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Erdington,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3908
Lab Hold,False,76936,41606,5656,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Hall Green and Moseley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3909
Lab Hold,False,77737,34136,1566,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Hodge Hill and Solihull North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3910
Lab Hold,False,83693,36579,3421,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Ladywood,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3911
Lab Gain,False,74048,37652,5389,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Northfield,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3912
Ind Gain,False,76350,37476,507,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Perry Barr,[],8,Independent,Ind,909090,FFFFFF,False,False,,True,3913
Lab Hold,False,75678,38423,11537,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Selly Oak,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3914
Lab Hold,False,73203,36144,693,2024 General Election,2024-07-04T00:00:00,422,True,Birmingham Yardley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3915
Lab Gain,False,70745,40427,6672,2024 General Election,2024-07-04T00:00:00,422,True,Bishop Auckland,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3916
Ind Gain,False,73263,38887,132,2024 General Election,2024-07-04T00:00:00,422,True,Blackburn,[],8,Independent,Ind,909090,FFFFFF,False,False,,True,3917
Lab Hold,False,72303,31340,10250,2024 General Election,2024-07-04T00:00:00,422,True,Blackley and Middleton South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3918
Lab Gain,False,73339,41810,4647,2024 General Election,2024-07-04T00:00:00,422,True,Blackpool North and Fleetwood,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3919
Lab Gain,False,77460,35180,6848,2024 General Election,2024-07-04T00:00:00,422,True,Blackpool South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3920
Lab Hold,False,70153,29922,12183,2024 General Election,2024-07-04T00:00:00,422,True,Blaenau Gwent and Rhymney,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4499
Lab Hold,False,70487,42216,11153,2024 General Election,2024-07-04T00:00:00,422,True,Blaydon and Consett,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3921
Lab Hold,False,76595,40401,9173,2024 General Election,2024-07-04T00:00:00,422,True,Blyth and Ashington,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3922
Con Hold,False,76854,47827,1765,2024 General Election,2024-07-04T00:00:00,422,True,Bognor Regis and Littlehampton,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3923
Lab Gain,False,77207,42434,6323,2024 General Election,2024-07-04T00:00:00,422,True,Bolsover,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3924
Lab Gain,False,80011,43359,6653,2024 General Election,2024-07-04T00:00:00,422,True,Bolton North East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3925
Lab Hold,False,79622,36930,6743,2024 General Election,2024-07-04T00:00:00,422,True,Bolton South and Walkden,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3926
Lab Gain,False,74933,44598,4945,2024 General Election,2024-07-04T00:00:00,422,True,Bolton West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3927
Lab Hold,False,73037,38880,21983,2024 General Election,2024-07-04T00:00:00,422,True,Bootle,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3928
RUK Gain,False,75811,40455,2010,2024 General Election,2024-07-04T00:00:00,422,True,Boston and Skegness,[],1036,Reform UK,RUK,12b6cf,ffffff,False,False,,False,3929
Lab Gain,False,72354,44910,5479,2024 General Election,2024-07-04T00:00:00,422,True,Bournemouth East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3930
Lab Gain,False,70259,39418,3224,2024 General Election,2024-07-04T00:00:00,422,True,Bournemouth West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3931
Lab Gain,False,71660,43837,784,2024 General Election,2024-07-04T00:00:00,422,True,Bracknell,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3932
Lab Hold,False,75164,37216,6189,2024 General Election,2024-07-04T00:00:00,422,True,Bradford East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3933
Lab Hold,False,70999,33042,4392,2024 General Election,2024-07-04T00:00:00,422,True,Bradford South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3934
Lab Hold,False,77897,37081,707,2024 General Election,2024-07-04T00:00:00,422,True,Bradford West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3935
Con Hold,False,77673,49028,3670,2024 General Election,2024-07-04T00:00:00,422,True,Braintree,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3936
LD Gain,False,73114,46548,1472,2024 General Election,2024-07-04T00:00:00,422,True,"Brecon, Radnor and Cwm Tawe",[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4500
Lab Hold,False,77547,37802,13047,2024 General Election,2024-07-04T00:00:00,422,True,Brent East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3937
Lab Hold,False,80027,41376,3793,2024 General Election,2024-07-04T00:00:00,422,True,Brent West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3938
Lab Hold,False,79423,45254,9824,2024 General Election,2024-07-04T00:00:00,422,True,Brentford and Isleworth,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3939
Con Hold,False,75352,48332,5980,2024 General Election,2024-07-04T00:00:00,422,True,Brentwood and Ongar,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3940
Lab Gain,False,73168,41374,8595,2024 General Election,2024-07-04T00:00:00,422,True,Bridgend,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4501
Con Hold,False,71571,40129,1349,2024 General Election,2024-07-04T00:00:00,422,True,Bridgwater,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3941
Con Hold,False,74438,42937,3125,2024 General Election,2024-07-04T00:00:00,422,True,Bridlington and The Wolds,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3942
Con Hold,False,73099,42508,3243,2024 General Election,2024-07-04T00:00:00,422,True,Brigg and Immingham,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3943
Lab Hold,False,68784,40686,9663,2024 General Election,2024-07-04T00:00:00,422,True,Brighton Kemptown and Peacehaven,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3944
Green Hold,False,74786,52363,14290,2024 General Election,2024-07-04T00:00:00,422,True,Brighton Pavilion,[],44,Green Party,Green,78b82a,FFFFFF,False,False,,False,3945
Green Gain,False,62735,43365,10407,2024 General Election,2024-07-04T00:00:00,422,True,Bristol Central,[],44,Green Party,Green,78b82a,FFFFFF,False,False,,False,3946
Lab Hold,False,75917,46109,6606,2024 General Election,2024-07-04T00:00:00,422,True,Bristol East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3947
Lab Hold,False,70076,41989,11167,2024 General Election,2024-07-04T00:00:00,422,True,Bristol North East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3948
Lab Hold,False,74869,48464,15669,2024 General Election,2024-07-04T00:00:00,422,True,Bristol North West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3949
Lab Hold,False,75533,43403,7666,2024 General Election,2024-07-04T00:00:00,422,True,Bristol South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3950
Con Hold,False,76863,49513,719,2024 General Election,2024-07-04T00:00:00,422,True,Broadland and Fakenham,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3951
Con Hold,False,70713,46788,302,2024 General Election,2024-07-04T00:00:00,422,True,Bromley and Biggin Hill,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3952
Con Hold,False,76468,50405,3016,2024 General Election,2024-07-04T00:00:00,422,True,Bromsgrove,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3953
Con Hold,False,75210,42952,2858,2024 General Election,2024-07-04T00:00:00,422,True,Broxbourne,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3954
Lab Gain,False,70440,47838,8403,2024 General Election,2024-07-04T00:00:00,422,True,Broxtowe,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3955
Lab Gain,False,74832,47641,2421,2024 General Election,2024-07-04T00:00:00,422,True,Buckingham and Bletchley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3956
Lab Gain,False,74954,39719,3420,2024 General Election,2024-07-04T00:00:00,422,True,Burnley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3957
Lab Gain,False,77994,45627,2266,2024 General Election,2024-07-04T00:00:00,422,True,Burton and Uttoxeter,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3958
Lab Gain,False,77686,45520,6944,2024 General Election,2024-07-04T00:00:00,422,True,Bury North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3959
Lab Gain,False,75326,42214,9361,2024 General Election,2024-07-04T00:00:00,422,True,Bury South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3960
Lab Gain,False,78479,50893,1452,2024 General Election,2024-07-04T00:00:00,422,True,Bury St Edmunds and Stowmarket,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3961
PC Gain,False,74005,45604,4535,2024 General Election,2024-07-04T00:00:00,422,True,Caerfyrddin,[],22,Plaid Cymru,PC,348837,ffffff,False,False,,False,4502
Lab Hold,False,72648,38234,6419,2024 General Election,2024-07-04T00:00:00,422,True,Caerphilly,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4503
LD Gain,False,74627,46048,10489,2024 General Election,2024-07-04T00:00:00,422,True,"Caithness, Sutherland and Easter Ross",[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4458
Lab Gain,False,77364,49608,8991,2024 General Election,2024-07-04T00:00:00,422,True,Calder Valley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3962
Lab Gain,False,74342,47785,7806,2024 General Election,2024-07-04T00:00:00,422,True,Camborne and Redruth,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3963
Lab Hold,False,70321,42100,11078,2024 General Election,2024-07-04T00:00:00,422,True,Cambridge,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3964
Lab Gain,False,76974,42953,3125,2024 General Election,2024-07-04T00:00:00,422,True,Cannock Chase,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3965
Lab Hold,False,71155,47231,8653,2024 General Election,2024-07-04T00:00:00,422,True,Canterbury,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3966
Lab Hold,False,72876,39123,9097,2024 General Election,2024-07-04T00:00:00,422,True,Cardiff East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4504
Lab Hold,False,71460,47473,11207,2024 General Election,2024-07-04T00:00:00,422,True,Cardiff North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4505
Lab Hold,False,73060,39176,11767,2024 General Election,2024-07-04T00:00:00,422,True,Cardiff South and Penarth,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4506
Lab Hold,False,75697,44757,7019,2024 General Election,2024-07-04T00:00:00,422,True,Cardiff West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4507
Lab Gain,False,77863,45979,5200,2024 General Election,2024-07-04T00:00:00,422,True,Carlisle,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3967
LD Gain,False,74362,46670,7905,2024 General Election,2024-07-04T00:00:00,422,True,Carshalton and Wallington,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,3968
Con Hold,False,71026,40633,3251,2024 General Election,2024-07-04T00:00:00,422,True,Castle Point,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3969
Lab Gain,False,69413,41419,6869,2024 General Election,2024-07-04T00:00:00,422,True,Central Ayrshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4441
Con Hold,False,75385,53432,61,2024 General Election,2024-07-04T00:00:00,422,True,Central Devon,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3970
Con Hold,False,73046,46423,4290,2024 General Election,2024-07-04T00:00:00,422,True,Central Suffolk and North Ipswich,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3971
PC Hold,False,75690,46302,14789,2024 General Election,2024-07-04T00:00:00,422,True,Ceredigion Preseli,[],22,Plaid Cymru,PC,348837,ffffff,False,False,,False,4508
Lab Gain,False,75109,40845,1998,2024 General Election,2024-07-04T00:00:00,422,True,Chatham and Aylesford,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3972
LD Gain,False,74383,50731,12235,2024 General Election,2024-07-04T00:00:00,422,True,Cheadle,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,3973
LD Gain,False,76970,50716,4753,2024 General Election,2024-07-04T00:00:00,422,True,Chelmsford,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,3974
Lab Gain,False,78468,47116,152,2024 General Election,2024-07-04T00:00:00,422,True,Chelsea and Fulham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3975
LD Gain,False,76144,49542,7210,2024 General Election,2024-07-04T00:00:00,422,True,Cheltenham,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,3976
LD Gain,False,74889,54455,5451,2024 General Election,2024-07-04T00:00:00,422,True,Chesham and Amersham,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,3977
Lab Hold,False,70215,44694,11870,2024 General Election,2024-07-04T00:00:00,422,True,Chester North and Neston,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3978
Con Hold,False,74284,52486,3057,2024 General Election,2024-07-04T00:00:00,422,True,Chester South and Eddisbury,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3979
Lab Hold,False,71645,41555,10820,2024 General Election,2024-07-04T00:00:00,422,True,Chesterfield,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3980
LD Gain,False,78374,51947,12172,2024 General Election,2024-07-04T00:00:00,422,True,Chichester,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,3981
Con Hold,False,74010,48512,4757,2024 General Election,2024-07-04T00:00:00,422,True,Chingford and Woodford Green,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3982
LD Gain,False,74107,49512,8138,2024 General Election,2024-07-04T00:00:00,422,True,Chippenham,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,3983
Lab Gain,False,78038,50859,2914,2024 General Election,2024-07-04T00:00:00,422,True,Chipping Barnet,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3984
Spk Hold,False,74801,33964,20575,2024 General Election,2024-07-04T00:00:00,422,True,Chorley,[],8,Independent,Ind,909090,FFFFFF,False,False,,True,3985
Con Hold,False,71060,47335,7455,2024 General Election,2024-07-04T00:00:00,422,True,Christchurch,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,3986
Lab Gain,False,73369,39215,2708,2024 General Election,2024-07-04T00:00:00,422,True,Cities of London and Westminster,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3987
Lab Hold,False,70583,40627,11757,2024 General Election,2024-07-04T00:00:00,422,True,City of Durham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3988
RUK Gain,False,78245,45958,8405,2024 General Election,2024-07-04T00:00:00,422,True,Clacton,[],1036,Reform UK,RUK,12b6cf,ffffff,False,False,,False,3989
Lab Hold,False,83114,42741,18005,2024 General Election,2024-07-04T00:00:00,422,True,Clapham and Brixton Hill,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3990
Lab Gain,False,76637,47822,4622,2024 General Election,2024-07-04T00:00:00,422,True,Clwyd East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4509
Lab Gain,False,75027,41627,1196,2024 General Election,2024-07-04T00:00:00,422,True,Clwyd North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4510
Lab Gain,False,72667,38731,6344,2024 General Election,2024-07-04T00:00:00,422,True,Coatbridge and Bellshill,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4459
Lab Gain,False,78662,44903,8250,2024 General Election,2024-07-04T00:00:00,422,True,Colchester,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3991
Lab Gain,False,72638,46221,4963,2024 General Election,2024-07-04T00:00:00,422,True,Colne Valley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3992
Lab Gain,False,74243,50125,3387,2024 General Election,2024-07-04T00:00:00,422,True,Congleton,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3993
Lab Gain,False,78770,49589,6331,2024 General Election,2024-07-04T00:00:00,422,True,Corby and East Northamptonshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3994
Lab Hold,False,75773,37014,11623,2024 General Election,2024-07-04T00:00:00,422,True,Coventry East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3995
Lab Hold,False,75036,42030,11174,2024 General Election,2024-07-04T00:00:00,422,True,Coventry North West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3996
Lab Hold,False,76232,42731,10201,2024 General Election,2024-07-04T00:00:00,422,True,Coventry South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3997
Lab Gain,False,71845,40814,7248,2024 General Election,2024-07-04T00:00:00,422,True,Cowdenbeath and Kirkcaldy,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4460
Lab Hold,False,76228,45394,12820,2024 General Election,2024-07-04T00:00:00,422,True,Cramlington and Killingworth,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3998
Lab Gain,False,75569,45642,5235,2024 General Election,2024-07-04T00:00:00,422,True,Crawley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,3999
Lab Gain,False,78423,47197,9727,2024 General Election,2024-07-04T00:00:00,422,True,Crewe and Nantwich,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4000
Lab Hold,False,76595,43779,6825,2024 General Election,2024-07-04T00:00:00,422,True,Croydon East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4001
Con Hold,False,74889,49378,2313,2024 General Election,2024-07-04T00:00:00,422,True,Croydon South,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4002
Lab Hold,False,77891,38122,14226,2024 General Election,2024-07-04T00:00:00,422,True,Croydon West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4003
Lab Gain,False,70350,40976,4144,2024 General Election,2024-07-04T00:00:00,422,True,Cumbernauld and Kirkintilloch,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4461
Lab Hold,False,76475,38867,7173,2024 General Election,2024-07-04T00:00:00,422,True,Dagenham and Rainham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4004
Lab Gain,False,70672,42378,2298,2024 General Election,2024-07-04T00:00:00,422,True,Darlington,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4005
Lab Gain,False,75426,44488,1192,2024 General Election,2024-07-04T00:00:00,422,True,Dartford,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4006
Con Hold,False,80879,53082,3012,2024 General Election,2024-07-04T00:00:00,422,True,Daventry,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4007
Lab Gain,False,71879,40919,8915,2024 General Election,2024-07-04T00:00:00,422,True,Derby North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4008
Lab Hold,False,72944,37399,6002,2024 General Election,2024-07-04T00:00:00,422,True,Derby South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4009
Lab Gain,False,73324,51272,350,2024 General Election,2024-07-04T00:00:00,422,True,Derbyshire Dales,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4010
Ind Gain,False,71685,38070,6934,2024 General Election,2024-07-04T00:00:00,422,True,Dewsbury and Batley,[],8,Independent,Ind,909090,FFFFFF,False,False,,True,4011
LD Gain,False,80689,54733,6233,2024 General Election,2024-07-04T00:00:00,422,True,Didcot and Wantage,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4012
Lab Hold,False,74678,37944,9551,2024 General Election,2024-07-04T00:00:00,422,True,Doncaster Central,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4013
Lab Gain,False,70154,39132,2311,2024 General Election,2024-07-04T00:00:00,422,True,Doncaster East and the Isle of Axholme,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4014
Lab Hold,False,69759,31002,9126,2024 General Election,2024-07-04T00:00:00,422,True,Doncaster North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4015
LD Gain,False,71645,49965,5391,2024 General Election,2024-07-04T00:00:00,422,True,Dorking and Horley,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4016
Lab Gain,False,76406,47775,7585,2024 General Election,2024-07-04T00:00:00,422,True,Dover and Deal,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4017
Con Hold,False,76624,49609,8995,2024 General Election,2024-07-04T00:00:00,422,True,Droitwich and Evesham,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4018
Lab Gain,False,70151,35796,1900,2024 General Election,2024-07-04T00:00:00,422,True,Dudley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4019
Lab Hold,False,79894,45378,18789,2024 General Election,2024-07-04T00:00:00,422,True,Dulwich and West Norwood,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4020
Con Hold,False,78541,45775,930,2024 General Election,2024-07-04T00:00:00,422,True,Dumfries and Galloway,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4462
Con Hold,False,71900,44214,4242,2024 General Election,2024-07-04T00:00:00,422,True,"Dumfriesshire, Clydesdale and Tweeddale",[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4463
SNP Hold,False,74221,38848,675,2024 General Election,2024-07-04T00:00:00,422,True,Dundee Central,[],29,Scottish National Party,SNP,fff685,000000,False,False,,False,4464
Lab Gain,False,72824,44537,8241,2024 General Election,2024-07-04T00:00:00,422,True,Dunfermline and Dollar,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4465
Lab Gain,False,76742,46045,667,2024 General Election,2024-07-04T00:00:00,422,True,Dunstable and Leighton Buzzard,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4021
PC Hold,False,73040,40395,15876,2024 General Election,2024-07-04T00:00:00,422,True,Dwyfor Meirionnydd,[],22,Plaid Cymru,PC,348837,ffffff,False,False,,False,4511
Lab Hold,False,78436,47769,13995,2024 General Election,2024-07-04T00:00:00,422,True,Ealing Central and Acton,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4022
Lab Hold,False,74820,43232,12519,2024 General Election,2024-07-04T00:00:00,422,True,Ealing North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4023
Lab Hold,False,78669,46816,15793,2024 General Election,2024-07-04T00:00:00,422,True,Ealing Southall,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4024
Lab Gain,False,73548,45914,848,2024 General Election,2024-07-04T00:00:00,422,True,Earley and Woodley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4025
Lab Hold,False,69395,34324,6542,2024 General Election,2024-07-04T00:00:00,422,True,Easington,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4026
DUP Hold,False,73302,39675,1306,2024 General Election,2024-07-04T00:00:00,422,True,East Antrim,[],7,Democratic Unionist Party,DUP,d46a4c,FFFFFF,False,True,,False,4425
Con Hold,False,75385,50393,8480,2024 General Election,2024-07-04T00:00:00,422,True,East Grinstead and Uckfield,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4027
Lab Hold,False,79219,37892,12863,2024 General Election,2024-07-04T00:00:00,422,True,East Ham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4028
Con Hold,False,70659,50006,1275,2024 General Election,2024-07-04T00:00:00,422,True,East Hampshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4029
Lab Gain,False,76414,46707,9057,2024 General Election,2024-07-04T00:00:00,422,True,East Kilbride and Strathaven,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4466
DUP Hold,False,75707,41277,179,2024 General Election,2024-07-04T00:00:00,422,True,East Londonderry,[],7,Democratic Unionist Party,DUP,d46a4c,FFFFFF,False,True,,False,4426
Lab Gain,False,74626,50227,8421,2024 General Election,2024-07-04T00:00:00,422,True,East Renfrewshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4442
Con Hold,False,73307,49196,7450,2024 General Election,2024-07-04T00:00:00,422,True,East Surrey,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4030
Lab Gain,False,74927,42713,6971,2024 General Election,2024-07-04T00:00:00,422,True,East Thanet,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4031
Con Hold,False,74139,47193,4716,2024 General Election,2024-07-04T00:00:00,422,True,East Wiltshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4032
Lab Gain,False,74738,49078,9519,2024 General Election,2024-07-04T00:00:00,422,True,East Worthing and Shoreham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4033
LD Gain,False,72590,45605,12204,2024 General Election,2024-07-04T00:00:00,422,True,Eastbourne,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4034
