result,isNotional,electorate,turnout,majority,electionTitle,electionDate,electionId,isGeneralElection,constituencyName,candidates,winningParty.id,winningParty.name,winningParty.abbreviation,winningParty.backgroundColour,winningParty.foregroundColour,winningParty.isLordsMainParty,winningParty.isLordsSpiritualParty,winningParty.governmentType,winningParty.isIndependentParty,constituency_id
LD Gain,False,69965,46420,1546,2024 General Election,2024-07-04T00:00:00,422,True,Eastleigh,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4035
Lab Gain,False,76188,45575,3715,2024 General Election,2024-07-04T00:00:00,422,True,Edinburgh East and Musselburgh,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4467
Lab Gain,False,78411,49475,7268,2024 General Election,2024-07-04T00:00:00,422,True,Edinburgh North and Leith,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4468
Lab Hold,False,70838,46826,17251,2024 General Election,2024-07-04T00:00:00,422,True,Edinburgh South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4469
Lab Gain,False,73784,45664,6217,2024 General Election,2024-07-04T00:00:00,422,True,Edinburgh South West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4470
LD Hold,False,76490,52471,16470,2024 General Election,2024-07-04T00:00:00,422,True,Edinburgh West,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4471
Lab Hold,False,75792,41045,12632,2024 General Election,2024-07-04T00:00:00,422,True,Edmonton and Winchmore Hill,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4036
Lab Hold,False,70799,41964,16908,2024 General Election,2024-07-04T00:00:00,422,True,Ellesmere Port and Bromborough,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4037
Lab Gain,False,73979,45566,8429,2024 General Election,2024-07-04T00:00:00,422,True,Eltham and Chislehurst,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4038
LD Gain,False,79112,52369,495,2024 General Election,2024-07-04T00:00:00,422,True,Ely and East Cambridgeshire,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4039
Lab Hold,False,78770,43492,12736,2024 General Election,2024-07-04T00:00:00,422,True,Enfield North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4040
Con Hold,False,72229,41753,5682,2024 General Election,2024-07-04T00:00:00,422,True,Epping Forest,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4041
LD Gain,False,76513,54525,3686,2024 General Election,2024-07-04T00:00:00,422,True,Epsom and Ewell,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4042
Lab Gain,False,71501,43006,5859,2024 General Election,2024-07-04T00:00:00,422,True,Erewash,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4043
Lab Hold,False,78740,40379,16302,2024 General Election,2024-07-04T00:00:00,422,True,Erith and Thamesmead,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4044
LD Gain,False,74042,53880,12003,2024 General Election,2024-07-04T00:00:00,422,True,Esher and Walton,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4045
Lab Hold,False,67840,40195,11937,2024 General Election,2024-07-04T00:00:00,422,True,Exeter,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4046
Con Hold,False,79983,51316,121,2024 General Election,2024-07-04T00:00:00,422,True,Exmouth and Exeter East,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4047
Lab Gain,False,73584,42625,4996,2024 General Election,2024-07-04T00:00:00,422,True,Falkirk,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4472
Con Hold,False,76947,50123,6079,2024 General Election,2024-07-04T00:00:00,422,True,Fareham and Waterlooville,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4048
Con Hold,False,75920,53015,1349,2024 General Election,2024-07-04T00:00:00,422,True,Farnham and Bordon,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4049
Con Hold,False,74301,46594,1469,2024 General Election,2024-07-04T00:00:00,422,True,Faversham and Mid Kent,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4050
Lab Hold,False,76982,38887,7944,2024 General Election,2024-07-04T00:00:00,422,True,Feltham and Heston,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4051
SF Hold,False,77828,51076,4571,2024 General Election,2024-07-04T00:00:00,422,True,Fermanagh and South Tyrone,[],30,Sinn Féin,SF,02665f,FFFFFF,False,False,,False,4427
Lab Gain,False,77582,50367,10000,2024 General Election,2024-07-04T00:00:00,422,True,Filton and Bradley Stoke,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4052
Lab Gain,False,77500,49289,4581,2024 General Election,2024-07-04T00:00:00,422,True,Finchley and Golders Green,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4053
Lab Gain,False,70056,43246,3729,2024 General Election,2024-07-04T00:00:00,422,True,Folkestone and Hythe,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4054
Lab Gain,False,72857,48091,278,2024 General Election,2024-07-04T00:00:00,422,True,Forest of Dean,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4055
SDLP Hold,False,73496,38358,4166,2024 General Election,2024-07-04T00:00:00,422,True,Foyle,[],31,Social Democratic & Labour Party,SDLP,4ea268,000000,False,False,,False,4428
LD Gain,False,71593,46716,5415,2024 General Election,2024-07-04T00:00:00,422,True,Frome and East Somerset,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4056
Con Hold,False,77100,47960,561,2024 General Election,2024-07-04T00:00:00,422,True,Fylde,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4057
Con Hold,False,75836,46685,3532,2024 General Election,2024-07-04T00:00:00,422,True,Gainsborough,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4058
Lab Hold,False,69827,40217,9644,2024 General Election,2024-07-04T00:00:00,422,True,Gateshead Central and Whickham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4059
Lab Gain,False,77006,48722,11881,2024 General Election,2024-07-04T00:00:00,422,True,Gedling,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4060
Lab Gain,False,73523,41140,3972,2024 General Election,2024-07-04T00:00:00,422,True,Gillingham and Rainham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4061
Lab Gain,False,68987,35445,3784,2024 General Election,2024-07-04T00:00:00,422,True,Glasgow East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4473
Lab Gain,False,67579,34739,3539,2024 General Election,2024-07-04T00:00:00,422,True,Glasgow North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4474
Lab Gain,False,72610,34091,4637,2024 General Election,2024-07-04T00:00:00,422,True,Glasgow North East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4475
Lab Gain,False,70219,42378,4154,2024 General Election,2024-07-04T00:00:00,422,True,Glasgow South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4476
Lab Gain,False,68871,35669,3285,2024 General Election,2024-07-04T00:00:00,422,True,Glasgow South West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4477
Lab Gain,False,69028,39902,6446,2024 General Election,2024-07-04T00:00:00,422,True,Glasgow West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4478
LD Gain,False,73268,47642,6611,2024 General Election,2024-07-04T00:00:00,422,True,Glastonbury and Somerton,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4062
Lab Gain,False,70655,36139,2954,2024 General Election,2024-07-04T00:00:00,422,True,Glenrothes and Mid Fife,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4479
Lab Gain,False,79475,45692,3431,2024 General Election,2024-07-04T00:00:00,422,True,Gloucester,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4063
Con Hold,False,75816,54696,891,2024 General Election,2024-07-04T00:00:00,422,True,Godalming and Ash,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4064
Con Hold,False,79925,49742,3572,2024 General Election,2024-07-04T00:00:00,422,True,Goole and Pocklington,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4065
Con Hold,False,69605,43848,878,2024 General Election,2024-07-04T00:00:00,422,True,Gordon and Buchan,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4480
Lab Hold,False,76524,36560,13413,2024 General Election,2024-07-04T00:00:00,422,True,Gorton and Denton,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4066
Con Hold,False,73261,44277,6054,2024 General Election,2024-07-04T00:00:00,422,True,Gosport,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4067
Lab Hold,False,76123,47229,11567,2024 General Election,2024-07-04T00:00:00,422,True,Gower,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4512
Con Hold,False,73285,46125,4496,2024 General Election,2024-07-04T00:00:00,422,True,Grantham and Bourne,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4068
Lab Gain,False,73094,43232,2712,2024 General Election,2024-07-04T00:00:00,422,True,Gravesham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4069
Lab Gain,False,76157,36619,4803,2024 General Election,2024-07-04T00:00:00,422,True,Great Grimsby and Cleethorpes,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4070
RUK Gain,False,73317,40748,1426,2024 General Election,2024-07-04T00:00:00,422,True,Great Yarmouth,[],1036,Reform UK,RUK,12b6cf,ffffff,False,False,,False,4071
Lab Hold,False,73073,42719,18366,2024 General Election,2024-07-04T00:00:00,422,True,Greenwich and Woolwich,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4072
LD Gain,False,70662,48294,8429,2024 General Election,2024-07-04T00:00:00,422,True,Guildford,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4073
Lab Hold,False,77812,40959,15080,2024 General Election,2024-07-04T00:00:00,422,True,Hackney North and Stoke Newington,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4074
Lab Hold,False,78277,41701,14737,2024 General Election,2024-07-04T00:00:00,422,True,Hackney South and Shoreditch,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4075
Lab Gain,False,68549,38578,4364,2024 General Election,2024-07-04T00:00:00,422,True,Halesowen,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4076
Lab Hold,False,77516,40214,6269,2024 General Election,2024-07-04T00:00:00,422,True,Halifax,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4077
Con Hold,False,79478,54004,4802,2024 General Election,2024-07-04T00:00:00,422,True,Hamble Valley,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4078
Lab Gain,False,75480,42084,9472,2024 General Election,2024-07-04T00:00:00,422,True,Hamilton and Clyde Valley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4481
Lab Hold,False,75860,46021,15290,2024 General Election,2024-07-04T00:00:00,422,True,Hammersmith and Chiswick,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4079
Lab Hold,False,80029,48550,14970,2024 General Election,2024-07-04T00:00:00,422,True,Hampstead and Highgate,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4080
Con Hold,False,77075,50386,2378,2024 General Election,2024-07-04T00:00:00,422,True,"Harborough, Oadby and Wigston",[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4081
Lab Gain,False,74683,43357,2504,2024 General Election,2024-07-04T00:00:00,422,True,Harlow,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4082
LD Gain,False,72242,54336,10708,2024 General Election,2024-07-04T00:00:00,422,True,Harpenden and Berkhamsted,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4083
LD Gain,False,77955,52064,8238,2024 General Election,2024-07-04T00:00:00,422,True,Harrogate and Knaresborough,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4084
Con Hold,False,76513,47777,11680,2024 General Election,2024-07-04T00:00:00,422,True,Harrow East,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4085
Lab Hold,False,79902,45241,6642,2024 General Election,2024-07-04T00:00:00,422,True,Harrow West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4086
Lab Hold,False,71437,35511,7698,2024 General Election,2024-07-04T00:00:00,422,True,Hartlepool,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4087
Con Hold,False,76296,48043,1162,2024 General Election,2024-07-04T00:00:00,422,True,Harwich and North Essex,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4088
Lab Gain,False,75939,45990,8653,2024 General Election,2024-07-04T00:00:00,422,True,Hastings and Rye,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4089
Con Hold,False,72323,42186,92,2024 General Election,2024-07-04T00:00:00,422,True,Havant,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4090
Lab Hold,False,74405,38315,12031,2024 General Election,2024-07-04T00:00:00,422,True,Hayes and Harlington,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4091
LD Gain,False,72846,45998,6500,2024 General Election,2024-07-04T00:00:00,422,True,Hazel Grove,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4092
Lab Gain,False,71035,44108,4857,2024 General Election,2024-07-04T00:00:00,422,True,Hemel Hempstead,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4093
Lab Gain,False,74865,41256,15,2024 General Election,2024-07-04T00:00:00,422,True,Hendon,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4094
LD Gain,False,73749,53157,6267,2024 General Election,2024-07-04T00:00:00,422,True,Henley and Thame,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4095
Con Hold,False,72203,45572,1279,2024 General Election,2024-07-04T00:00:00,422,True,Hereford and South Herefordshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4096
Con Hold,False,77869,48827,2499,2024 General Election,2024-07-04T00:00:00,422,True,Herne Bay and Sandwich,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4097
Lab Gain,False,78915,54009,4748,2024 General Election,2024-07-04T00:00:00,422,True,Hertford and Stortford,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4098
Con Hold,False,73465,48007,7992,2024 General Election,2024-07-04T00:00:00,422,True,Hertsmere,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4099
Lab Gain,False,76431,51828,3713,2024 General Election,2024-07-04T00:00:00,422,True,Hexham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4100
Lab Hold,False,73328,37130,6082,2024 General Election,2024-07-04T00:00:00,422,True,Heywood and Middleton North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4101
Lab Gain,False,74385,49206,7908,2024 General Election,2024-07-04T00:00:00,422,True,High Peak,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4102
Con Hold,False,76407,47799,5408,2024 General Election,2024-07-04T00:00:00,422,True,Hinckley and Bosworth,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4103
Lab Gain,False,75877,52510,8109,2024 General Election,2024-07-04T00:00:00,422,True,Hitchin,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4104
Lab Hold,False,71300,38602,11572,2024 General Election,2024-07-04T00:00:00,422,True,Holborn and St Pancras,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4105
LD Gain,False,75537,50655,6700,2024 General Election,2024-07-04T00:00:00,422,True,Honiton and Sidmouth,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4106
Con Hold,False,75438,46911,1943,2024 General Election,2024-07-04T00:00:00,422,True,Hornchurch and Upminster,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4107
Lab Hold,False,69885,48642,21475,2024 General Election,2024-07-04T00:00:00,422,True,Hornsey and Friern Barnet,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4108
LD Gain,False,79150,55499,2517,2024 General Election,2024-07-04T00:00:00,422,True,Horsham,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4109
Lab Hold,False,78448,40032,7169,2024 General Election,2024-07-04T00:00:00,422,True,Houghton and Sunderland South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4110
Lab Hold,False,74063,51909,19791,2024 General Election,2024-07-04T00:00:00,422,True,Hove and Portslade,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4111
Lab Hold,False,77795,40165,4533,2024 General Election,2024-07-04T00:00:00,422,True,Huddersfield,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4112
Con Hold,False,79074,52040,1499,2024 General Election,2024-07-04T00:00:00,422,True,Huntingdon,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4113
Lab Gain,False,67147,36374,1687,2024 General Election,2024-07-04T00:00:00,422,True,Hyndburn,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4114
Lab Hold,False,78657,46888,528,2024 General Election,2024-07-04T00:00:00,422,True,Ilford North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4115
Lab Hold,False,80993,41170,6894,2024 General Election,2024-07-04T00:00:00,422,True,Ilford South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4116
Lab Gain,False,70126,40350,6371,2024 General Election,2024-07-04T00:00:00,422,True,Inverclyde and Renfrewshire West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4482
LD Gain,False,77927,48056,2160,2024 General Election,2024-07-04T00:00:00,422,True,"Inverness, Skye and West Ross-shire",[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4483
Lab Gain,False,75396,44071,7403,2024 General Election,2024-07-04T00:00:00,422,True,Ipswich,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4117
Con Hold,False,55855,34078,3323,2024 General Election,2024-07-04T00:00:00,422,True,Isle of Wight East,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4118
Lab Gain,False,55406,34290,3177,2024 General Election,2024-07-04T00:00:00,422,True,Isle of Wight West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4119
Ind Gain,False,72852,49006,7247,2024 General Election,2024-07-04T00:00:00,422,True,Islington North,[],8,Independent,Ind,909090,FFFFFF,False,False,,True,4120
Lab Hold,False,74122,42754,15455,2024 General Election,2024-07-04T00:00:00,422,True,Islington South and Finsbury,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4121
Lab Hold,False,70272,36728,8964,2024 General Election,2024-07-04T00:00:00,422,True,Jarrow and Gateshead East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4122
Con Hold,False,74367,46186,1625,2024 General Election,2024-07-04T00:00:00,422,True,Keighley and Ilkley,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4123
Con Hold,False,74923,53320,6574,2024 General Election,2024-07-04T00:00:00,422,True,Kenilworth and Southam,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4124
Lab Hold,False,77306,41908,2903,2024 General Election,2024-07-04T00:00:00,422,True,Kensington and Bayswater,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4125
Lab Gain,False,79360,50231,3820,2024 General Election,2024-07-04T00:00:00,422,True,Kettering,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4126
Lab Gain,False,74628,42478,5119,2024 General Election,2024-07-04T00:00:00,422,True,Kilmarnock and Loudoun,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4444
LD Hold,False,77353,50664,17235,2024 General Election,2024-07-04T00:00:00,422,True,Kingston and Surbiton,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4127
Lab Hold,False,70650,29816,3920,2024 General Election,2024-07-04T00:00:00,422,True,Kingston upon Hull East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4128
Lab Hold,False,75280,38228,10679,2024 General Election,2024-07-04T00:00:00,422,True,Kingston upon Hull North and Cottingham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4129
Lab Gain,False,73252,38178,8979,2024 General Election,2024-07-04T00:00:00,422,True,Kingston upon Hull West and Haltemprice,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4130
Con Hold,False,71645,45180,6303,2024 General Election,2024-07-04T00:00:00,422,True,Kingswinford and South Staffordshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4131
Lab Hold,False,71964,36047,18319,2024 General Election,2024-07-04T00:00:00,422,True,Knowsley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4132
APNI Gain,False,82201,49081,2959,2024 General Election,2024-07-04T00:00:00,422,True,Lagan Valley,[],1,Alliance,APNI,cdaf2d,FFFFFF,False,False,,False,4429
Lab Gain,False,74760,43008,9253,2024 General Election,2024-07-04T00:00:00,422,True,Lancaster and Wyre,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4133
Lab Hold,False,70554,31595,8422,2024 General Election,2024-07-04T00:00:00,422,True,Leeds Central and Headingley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4134
Lab Hold,False,76207,39388,11265,2024 General Election,2024-07-04T00:00:00,422,True,Leeds East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4135
Lab Hold,False,70178,45167,16083,2024 General Election,2024-07-04T00:00:00,422,True,Leeds North East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4136
Lab Gain,False,71592,49777,11896,2024 General Election,2024-07-04T00:00:00,422,True,Leeds North West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4137
Lab Hold,False,75953,31678,11279,2024 General Election,2024-07-04T00:00:00,422,True,Leeds South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4138
Lab Gain,False,71854,40209,8423,2024 General Election,2024-07-04T00:00:00,422,True,Leeds South West and Morley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4139
Lab Hold,False,70069,38494,12392,2024 General Election,2024-07-04T00:00:00,422,True,Leeds West and Pudsey,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4140
Con Gain,False,76560,46714,4426,2024 General Election,2024-07-04T00:00:00,422,True,Leicester East,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4141
Ind Gain,False,70867,41837,979,2024 General Election,2024-07-04T00:00:00,422,True,Leicester South,[],8,Independent,Ind,909090,FFFFFF,False,False,,True,4142
Lab Hold,False,74102,35397,8777,2024 General Election,2024-07-04T00:00:00,422,True,Leicester West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4143
Lab Gain,False,79978,41170,8881,2024 General Election,2024-07-04T00:00:00,422,True,Leigh and Atherton,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4144
LD Gain,False,76166,53173,12624,2024 General Election,2024-07-04T00:00:00,422,True,Lewes,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4145
Lab Hold,False,73380,40637,18073,2024 General Election,2024-07-04T00:00:00,422,True,Lewisham East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4146
Lab Hold,False,74205,44167,15782,2024 General Election,2024-07-04T00:00:00,422,True,Lewisham North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4147
Lab Hold,False,69386,46414,18397,2024 General Election,2024-07-04T00:00:00,422,True,Lewisham West and East Dulwich,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4148
Lab Hold,False,71491,43732,13964,2024 General Election,2024-07-04T00:00:00,422,True,Leyton and Wanstead,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4149
Lab Gain,False,76118,49104,810,2024 General Election,2024-07-04T00:00:00,422,True,Lichfield,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4150
Lab Gain,False,72315,42160,8793,2024 General Election,2024-07-04T00:00:00,422,True,Lincoln,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4151
Lab Hold,False,69282,41993,20104,2024 General Election,2024-07-04T00:00:00,422,True,Liverpool Garston,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4152
Lab Hold,False,71380,32381,14793,2024 General Election,2024-07-04T00:00:00,422,True,Liverpool Riverside,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4153
Lab Hold,False,69317,36886,20245,2024 General Election,2024-07-04T00:00:00,422,True,Liverpool Walton,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4154
Lab Hold,False,70581,39815,16304,2024 General Election,2024-07-04T00:00:00,422,True,Liverpool Wavertree,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4155
Lab Hold,False,69934,38006,20423,2024 General Election,2024-07-04T00:00:00,422,True,Liverpool West Derby,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4156
Lab Gain,False,78043,44840,3528,2024 General Election,2024-07-04T00:00:00,422,True,Livingston,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4484
Lab Hold,False,71538,40744,1504,2024 General Election,2024-07-04T00:00:00,422,True,Llanelli,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4513
Lab Gain,False,75456,48102,13265,2024 General Election,2024-07-04T00:00:00,422,True,Lothian East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4485
Lab Gain,False,68961,42259,4960,2024 General Election,2024-07-04T00:00:00,422,True,Loughborough,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4157
Con Hold,False,76880,46479,5506,2024 General Election,2024-07-04T00:00:00,422,True,Louth and Horncastle,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4158
Lab Gain,False,74332,41824,2016,2024 General Election,2024-07-04T00:00:00,422,True,Lowestoft,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4159
Lab Hold,False,74866,38745,7510,2024 General Election,2024-07-04T00:00:00,422,True,Luton North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4160
Lab Hold,False,77312,38382,6858,2024 General Election,2024-07-04T00:00:00,422,True,Luton South and South Bedfordshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4161
Lab Gain,False,76416,52792,9120,2024 General Election,2024-07-04T00:00:00,422,True,Macclesfield,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4162
LD Gain,False,75687,50329,2963,2024 General Election,2024-07-04T00:00:00,422,True,Maidenhead,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4163
Con Hold,False,76449,46389,1674,2024 General Election,2024-07-04T00:00:00,422,True,Maidstone and Malling,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4164
Lab Hold,False,76641,40263,5399,2024 General Election,2024-07-04T00:00:00,422,True,Makerfield,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4165
Con Hold,False,78282,49841,6906,2024 General Election,2024-07-04T00:00:00,422,True,Maldon,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4166
Lab Hold,False,85204,39725,13797,2024 General Election,2024-07-04T00:00:00,422,True,Manchester Central,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4167
Lab Hold,False,72608,29033,8235,2024 General Election,2024-07-04T00:00:00,422,True,Manchester Rusholme,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4168
Lab Hold,False,70555,41731,13982,2024 General Election,2024-07-04T00:00:00,422,True,Manchester Withington,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4169
Lab Gain,False,74535,41087,3485,2024 General Election,2024-07-04T00:00:00,422,True,Mansfield,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4170
LD Gain,False,73482,51203,2401,2024 General Election,2024-07-04T00:00:00,422,True,Melksham and Devizes,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4171
Con Hold,False,74316,45986,5396,2024 General Election,2024-07-04T00:00:00,422,True,Melton and Syston,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4172
Con Hold,False,73659,44035,4584,2024 General Election,2024-07-04T00:00:00,422,True,Meriden and Solihull East,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4173
Lab Hold,False,74460,35215,7447,2024 General Election,2024-07-04T00:00:00,422,True,Merthyr Tydfil and Aberdare,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4514
Lab Gain,False,79033,46629,1878,2024 General Election,2024-07-04T00:00:00,422,True,Mid and South Pembrokeshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4515
